iteration,pr_auc_delta,f1_delta
145,-0.0012912060004809378,0.00035633249790789634
146,-0.0007728161558466784,-0.011749972849547596
147,0.0035113398983408484,-0.0076724243500275735
148,-0.0002359701235876699,-0.006757467656862026
149,-0.0019422982270544953,-0.01010869883261023
150,-0.0009545060681024342,0.004568493655040307
151,0.0005822246641337125,-0.009107006434685427
152,0.004563208115077266,-0.000748801418818168
153,-0.0009990011457940984,-0.008927335033611095
154,-0.00230707323863355,-0.0024780169432562227
155,-0.0017049202038232902,-0.004852039324310886
156,-0.002558210614925227,-0.0083496542924123
157,0.0013218875241380879,-0.012216820471601775
158,-0.0009500521806453666,-0.01084874229551891
159,-0.0026297189236903495,-0.015653076031163837
160,0.001339837919277942,-0.0075929176252934605
161,-0.003966560753115633,-0.008764035652580882
162,-0.005295787193889123,-0.00038766260475098235
163,0.0018432011359262868,-0.015428486820937337
164,-0.00043533401645157177,-0.012120074823366855
165,0.002843838972266477,-0.005058087242509779
166,0.002321320092570356,-0.005331807143403866
167,0.00031513318574249993,-0.005207324204260844
168,0.00023145801793222898,-0.011942450320298503
169,0.0006458138126422819,-0.015354537642187083
170,-0.0026692541608869247,-0.012235574250786252
171,-0.0010320800710181821,-0.011277655198262071
172,0.0026987531660431774,-0.015745242261548276
173,-0.0027939966509882286,-0.013808525848216235
174,-6.566137260333171e-05,-0.012297404510937304
175,0.0029255298055759216,-0.007465100722659046
176,-0.0016228268395165335,-0.006202117107873328
177,-0.001875371804610615,-0.0019129869291878432
178,-0.004076115141791736,-0.005576998973366942
179,0.0007771950846917619,-0.007927382031085894
180,0.0009202379378223657,-0.00279992911571858
181,-0.0007180449627064434,-0.0138889909058042
182,-0.004424418228997418,-0.012169333145511496
183,-0.00016732102205030408,0.0019413733789175325
184,0.002571203513768716,-0.009433111348296053
185,-0.0006517748273618951,-0.016468779569036585
186,-0.003276100622682465,-0.013214662666677368
187,0.0025352677679476576,-0.0056853890073168545
188,-0.005173952833020468,-0.01980995413807074
189,-0.0011239039140706897,-0.005652313722657731
190,-0.005228352833198113,-0.01434375294268353
191,0.0051478151983892495,-0.016575184814623833
192,-0.002013635604689812,-0.01263351473327734
193,-0.002438899086637525,-0.01054569644751746
194,0.0004909097314316213,-0.014086360586918478
195,-0.00265247846978367,-0.007003235672177643
196,-0.003278955378816284,-0.011476460565771007
197,0.002150889001360179,-0.008343448551160981
198,0.0021770107781878822,-0.007985995053145234
199,-0.0017844458446595324,-0.011013430495205867
200,-0.0016095085927471109,0.0039370487399063014
201,0.0041644943828125225,-0.0068146556214055964
202,0.0031975537011048605,-0.013539131173958108
203,-0.0007304665408663924,-0.009094581771376453
204,0.0010337320032081099,-0.012153738059288766
205,0.0008877802260918166,-0.005540565590821944
206,-0.0018963487726011419,-0.012487183339527475
207,-0.00038127008265076423,-0.010925410424993398
208,0.0004045271751775825,-0.0027868076401693642
209,0.0017314288753557117,-0.011685856829144803
210,-0.008238832250420325,-0.01576994434137291
211,0.004083687222961818,-0.011375634249199185
212,-0.0025247805453991745,-0.009443079683375433
213,-0.0019103257440565846,-0.005357367593725071
214,-0.005515531869063617,-0.01014721935143792
215,-0.0004419504402479735,-0.007038434685022299
216,-0.004645847271044445,-0.013064533857483629
217,-0.0016819630915574368,-0.013069522284030577
218,-0.0010534186972432913,-0.011583184257602852
219,-0.0025387208676169726,-0.008520155077575753
220,0.0003891187087085024,-0.009839632112493168
221,-0.004805564636719217,-0.010681245903036651
222,0.0012905742368283235,-0.0027092253795251153
223,0.002762901206133095,-0.0031619803346558673
224,0.00017395235821238142,-0.008826193640172786
225,0.0003570007088712357,-0.014265809719351985
226,0.0014465951421662737,-0.0041079356868830574
227,-0.0004722127225953443,-0.0039545981709983025
228,-0.0009083590084607573,-0.007276347511097292
229,-0.0011993346319654208,-0.013756771068821672
230,-0.0013131850198528916,-0.0076872636906601954
231,-0.0018786794891497705,-0.005572874122726668
232,0.0009655786451046033,0.004982903402182104
233,-0.0002067970891320714,-0.00399382813041671
234,0.0006778026457120445,-0.014972706848026207
235,-0.0008582246586383846,-0.008114378291467106
236,0.0025813818240852937,-0.007118927618303461
237,0.0075549102240670685,-0.00032005077292718287
238,-0.00212461831288957,-0.008746632759400463
239,-0.0018039886850645948,-0.01098004436223421
240,-0.0018472292802451662,-0.0070045873643094225
241,-0.0032910606921171537,-0.007857974150798142
242,-0.005992698824905607,-0.006659092590899807
243,-0.0032767685899565135,-0.008110233782319232
244,-0.0027237752173576713,-0.014500423224033776
245,-0.0018568588597822622,-0.0007699052231638914
246,0.0025863015000664458,0.0037043906940241733
247,-0.0007862871172031882,-0.01312936218778804
248,-0.0002959489585202535,-0.0023856719350254796
249,-0.0012074678070811418,-0.011567578220392338
250,-0.0009315024202284361,-0.009431740868019678
251,-0.0030371326552964817,-0.015597993007524957
252,3.12104448947359e-05,-0.008540905673232846
253,-0.003805452918798191,-0.018282409801516852
254,-0.004672704244149006,-0.00919957469691568
255,0.0006443547582140052,-0.014937757888673575
256,-0.0025193182624126953,-0.006755112668847096
257,-0.0006162152184961966,-0.01732381814481898
258,-0.003024676074969923,-0.0011214872084437388
259,-0.0020686521016849424,-0.016724332076418214
260,0.004746198075127439,-0.01393191488599499
261,0.0029468115232438308,-0.0023713134588799756
262,0.0013581353194382917,-0.013370695269721566
263,-0.0008254955647007955,-0.0028468674595817367
264,-0.0005625582308836918,-0.0066170888019995155
265,0.003909502532197684,-0.0031465225276237074
266,-0.007480104969146972,-0.009168226159323223
267,0.0012058736685489624,-0.0057429380569324895
268,-0.00399930211547328,-0.019947326015025135
269,-0.002340532353207747,-0.011988848072061797
270,-0.0010582914955845624,-0.011046999651955547
271,-0.004274585659194585,-0.005241237209255956
272,-0.0034284551180379097,-0.017089402782210827
273,-0.002080833212896316,-0.01456855021189607
274,-0.0014167685007351327,-0.01211616310893604
275,-0.009192050551389386,-0.01116336031276255
276,-0.0012101720038493191,-0.011255204941260422
277,-0.0015843389178690215,-0.006395179077783308
278,0.0011273864854904891,-0.0010126259303999685
279,0.00264595554689695,-0.007932457508576629
280,-0.001391652043941205,-0.01258271940813338
281,-0.00037918054780550214,-0.004791362373628871
282,-0.0014952975872690732,-0.00950423420468638
283,0.0020809759477177225,-0.004288936354028494
284,0.003246637983029377,-0.004530675941475715
285,-0.006541577392265019,-0.0036020533283455114
286,-0.005162734828903948,-0.01561282314759238
287,-0.001958867602935288,-0.017084821715372955
288,-0.002327306617621927,-0.009495850530333305
289,-0.0026870766862202577,-0.0075414955066357425
290,-0.0030621600669480387,-0.014613473813517741
291,-0.004781986642653724,-0.009411459683691947
292,-0.005966937242396275,-0.008737337117160848
293,0.0007376996444942163,-0.005662067275600036
294,-0.0020719781913278723,-0.006349592753755462
295,0.0013010437866874947,-0.014208148843866009
296,0.0020669266396258212,-0.004731438156250434
297,-0.0026013728751028697,-0.008803937164446163
298,0.00179885265466595,-0.004091360042416725
299,-0.003954870634142793,-0.00457537690165577
300,-0.0012666595385788515,-0.019505297995291104
301,-0.0005449027886824664,0.0011903328459619278
302,-0.0005511762223771033,-0.015265200743595053
303,-0.0017756107744513194,-0.010797967130882435
304,0.0009824579160402358,-0.006277148070495064
305,-0.0030666568130048866,-0.010223319394173647
306,-0.0029111254760579852,-0.005362313404175922
307,-0.004487418480881411,-0.008279900639501014
308,-0.002711442025906341,-0.010669210835657417
309,0.00026651265841914906,-0.0025029564637403245
310,-0.0022390968237093745,-0.010119362756894623
311,-0.0010064375026703765,-0.003575334433562949
312,-0.0033355735040796475,-0.006577687691058376
313,-0.004917745608198132,-0.0212695454711036
314,-0.0016369242810683193,-0.01724502919317572
315,-0.0004110279220993496,-0.005122304625395646
316,0.0009143019339393765,-0.0076463274064019204
317,0.0028791496902268454,-0.0012692382994906604
318,-0.0024900060813553004,-0.01390015515692633
319,-0.003802436801265574,-0.015591775871087843
320,-0.002452795963994725,-0.010291810558087366
321,-0.002553064622972112,-0.008486754945277175
322,0.005735751910989739,1.1303688280395185e-05
323,-0.004718508484791606,-0.013578280817502786
324,-0.0025970500730628787,-0.0109390155161323
325,0.004097852840096117,-0.00526545746877638
326,-0.0053698417392255005,-0.01415315432935138
327,-5.428674449370341e-05,-0.015429512122119071
328,-0.0005712907270547518,-0.002376148667141531
329,0.003070765744743187,-0.009428582990291812
330,-0.0034229440260502564,-0.006263200058262308
331,-0.005899171154051919,-0.013254705288196278
332,-0.0032410064598498156,-0.01156269724947312
333,-0.0013932239618255071,-0.013406136669247393
334,-0.005012110313401985,-0.01719372573643929
335,0.0020514452120813376,-0.005003160659168615
336,0.0021972156871982174,-0.001998111398353375
337,-0.001650327638537008,-0.0018553360332015378
338,-0.0015286535227314602,-0.0011258850249806773
339,-0.004743085878541109,-0.012451342550699684
340,0.004144969686683431,-0.007172333788709184
341,0.0018336723297111002,-0.008955579627024646
342,0.00010560830704786639,-0.008936746969661735
343,-0.0048814891855476494,-0.019543449205302488
344,-0.0032713692366097558,-0.002508582169347351
345,-0.0027630482486667995,-0.009549351129547468
346,0.0009189204565853704,-0.0011946833115675792
347,-0.0022787110124991017,-0.013773957719920626
348,0.0028899230001744325,-0.008989336351309385
349,0.0025321843949643874,-0.015077709490880387
350,-0.0005427526014750716,-0.009589326662497344
351,0.0004285247895919886,-0.012650481105219269
352,-0.0005998418699435515,-0.007071770150322232
353,-0.002731311128288394,-0.008240431267959591
354,-0.0038505888742405014,-0.003206525820782624
355,-0.0037162385034699152,-0.009176208610725323
356,-0.00398034028615557,-0.013430574540483908
357,-0.001093917747135409,-0.01592258036199612
358,-0.002344324462776104,-0.008459645699381735
359,-0.0021465824394353294,-0.0047618291701155835
360,0.0026532578972296994,-0.008671697209246654
361,0.0017569248681563732,0.00417838270796711
362,-0.0012978569856531008,-0.0060592679477007305
363,-0.0032715867586501357,-0.009666238140957906
364,0.0006023941626122076,-0.007944517890583813
365,-0.0009717908687297827,-0.01209506914299685
366,0.0020659048054584295,-0.003831249671231385
367,5.021482545197742e-05,-0.004870784252250626
368,0.0008269456283368504,-0.01753102448641719
369,-0.0017163150596354315,-0.0050355932675724135
370,-0.0007622213243972942,-0.012607637641519287
371,-0.002545825798752621,-0.023115496198479413
372,0.0009072345364620205,-0.004998728951945641
373,0.0012527262726661492,-0.0033744599597850256
374,0.0008442142579215828,-0.009311877224964182
375,-0.006024779628071353,-0.01680792475771553
376,0.0014486972214156069,-0.0010203003808969546
377,0.0033294350413897167,-0.0036269965567913287
378,0.0014860581162891018,-0.007876056939393195
379,-0.0027917835944696323,-0.0035191068650414215
380,-0.001609780293723384,-0.0037067063554484525
381,0.0038994223929421645,-0.010243484563935201
382,0.001829573020418307,-0.004794969212629341
383,-0.0016487449238272722,-0.016222824771219613
384,0.001374503583253972,-0.0066817027351228075
385,-0.001972004871379718,-0.00959400751924655
386,0.0013034746134447106,-0.00740336614987791
387,0.004321078700947889,-0.006196787563066852
388,0.002620233355813406,-0.011217552968639577
389,-0.0033807373494835202,-0.004338004924595462
390,-0.0021794803603802926,-0.014347345846339343
391,0.005618203254093901,-0.0032095441708237527
392,-0.0024362440836277477,-0.009656929632964273
393,0.0016187076301399372,-0.0016929551605326942
394,-0.0005872376789443079,-0.004378928871098697
395,-0.0031387312170946258,-0.008071294021706477
396,-0.0018543934101130644,-0.011099691675231171
397,-0.0018256053052698729,-0.014446053932704372
398,-0.0023724587517234275,-0.005377663129809251
399,0.0005299612070044368,-0.006406909642865721
400,-0.0017647989602962433,-0.011580184787988834
401,-0.00501101294496431,-0.010870475924491863
402,-0.002947065428350326,-0.004341278523911862
403,-0.002182263939013218,-0.012633203871896814
404,0.000515664309216679,-0.0027166729554495284
405,-0.0020790684869184117,-0.005530314503508604
406,0.00029602985871990395,-0.009376862926816387
407,-0.0008180370160812966,-0.015492159455885113
408,-0.00022297188761544184,-0.0024128319107263874
409,-0.0012754075798155906,-0.008014493778003784
410,-0.0015837944133652027,-0.006263297513849242
411,-0.002104529958197432,-0.0042130109423904605
412,-0.004375058337548476,-0.01462143723419207
413,-0.0016669181259765242,-0.005545379902734848
414,-0.0020614287666810283,-0.011603098753554697
415,9.46017540949251e-05,-0.0014009090411986058
416,-0.0016587196969644058,-0.006358049635526886
417,-0.0013289885795408907,-0.004306137805009103
418,0.0007923559300249128,-0.0074994572761182265
419,-0.0028370629031051475,-0.0029450062053671955
420,-0.0028931612361152714,-0.016465217813459
421,-0.0014467794901248388,-0.012631229584083026
422,1.0583086474835746e-05,-0.0022122281320764436
423,-0.005184094742693213,-0.004334597357853243
424,-0.001965123327671514,-0.005678161145322824
425,-1.0239101590814315e-05,-0.007239253468248497
426,-0.0062716668339836135,-0.022742375182205676
427,-0.002996466222865757,-0.01489494608087627
428,-0.0007351259419725586,-0.010628902459568379
429,0.0011657996341607468,-0.01700897509159971
430,-0.003863846676871008,-0.01784231767771527
431,-0.003049076914840354,-0.013534001341098056
432,-0.0013995809245892499,-0.015042161574032153
433,-0.0021046739593000297,-0.005944576955681513
434,-0.0020330891674850138,-0.018325856077237135
435,-0.00210149972903928,-0.001374856098614985
436,-0.002902440005935314,-0.005463799012905501
437,-0.0030456317478014805,-0.018627747209913226
438,-0.0005586480400158189,-0.012836742073818685
439,-0.0023435882411316777,-0.007875457875457847
440,-0.005816037417951447,-0.010261493944914823
441,0.0005403886208121822,0.0004899917327578773
442,0.002763006544803881,-0.009375765628660493
443,0.00017656326799653232,-0.009269946115070371
444,0.0024252039786274437,-0.006490991176453242
445,-0.0008065490846855816,0.0012673270533836156
446,-0.004305270587312449,-0.004085122533190044
447,-0.000948502068994328,-0.012659892502239534
448,-0.0023493336268821663,-0.0030913297530988926
449,-0.001385253824686794,-0.014020050165058362
450,-0.0016511003353836262,-0.0021324137751324024
451,7.473348805098201e-05,-0.003682079085132295
452,0.0007710736249945116,-0.012764843335798859
453,-0.003403401330888789,-0.008816699120962834
454,-0.001829272153196948,-0.014064239784437826
455,0.006053142174356596,-0.0029047018097984045
456,0.0024256198986678523,0.0012423590653839467
457,0.001584656817682717,-0.0038833113384202367
458,-0.001803989218212565,-0.011713423013611668
459,0.002762714975335867,-0.011692442569877337
460,-0.002232981017493918,-0.01953994447406593
461,-0.0022775172327272886,-0.006432066134293146
462,-0.0023174510437260487,-0.011341217536837922
463,-0.001247289097662474,-0.008573711789138794
464,0.0017906595161136796,-0.006461809786577621
465,-0.0009426351723489379,6.150610383559574e-05
466,-0.00048075584031415097,-0.0049121349227727595
467,-0.0024106901640116307,-0.016812888052358588
468,-0.0015089535750506533,-0.005908427645416325
469,0.0006172942276325699,-0.00460407277033914
470,-0.0038226573131030506,-0.013397707311624818
471,0.0024666678941411835,-0.00386086637405747
472,0.003313526692218405,-0.002706763721751493
473,-0.0018467920485301104,-0.013397187666145838
474,-0.003061961075572661,-0.008183966860830671
475,-0.00012654232162789825,-0.022541524725097295
476,0.005712660168799344,0.0005612900551341671
477,-0.0019012452204134611,-0.015800425796766215
478,0.0016325819350497817,0.008554114485478492
479,-0.0033363417318691413,-0.012400193512203672
480,0.0016713159870827,-0.0015055405730154403
481,-0.0019398074126388831,-0.00024865852671795974
482,0.003126082876020231,-0.002464425283441485
483,-0.00027736823449353576,-0.008186660300499082
484,0.002210773433249602,-0.0035114756319836182
485,-0.002275797928856238,-0.011744966442952975
486,-0.0008320479527618163,-0.015017831999259212
487,-0.005543028057376276,-0.012585960814843644
488,0.0009331230378605282,-0.009875725272221358
489,0.004057462092960984,-0.008598759405289869
490,-0.0007272487870930711,-0.00745976253357028
491,0.0029555519300347166,-0.008136643048191061
492,-0.0021908788231863596,-0.01583281251713209
493,-0.0008276749957971674,-0.009666276528530138
494,-0.0035058795624134387,-0.017702876413499435
495,-0.0013238661574694888,-0.002851910572052696
496,-0.006041443659269952,-0.02525278300532685
497,-0.0013410651287645292,-0.010428386412845048
498,-0.000758966240923753,-0.006587791131595799
499,0.005190068018458338,-0.007255225411010424
500,0.0021750003121443484,-0.0038023764853032382
501,-0.005931360849848022,-0.008511988157233863
502,-0.0019285215173309167,-0.008251436655922206
503,0.004863128029796382,-0.008097687687227961
504,0.0015865728207618002,-0.011756586497179145
505,-0.001863207981538162,-0.010843761384720874
506,-0.002231594150272187,-0.013741366901565799
507,-0.0014773702327096627,-0.010776985920389337
508,0.002982767981746348,-0.009601341483204462
509,-0.0011353422464184248,-0.008150196668930243
510,-0.0005558980877982123,-0.006633301912272627
511,0.0007730093014504114,-0.0065846936612252716
512,-0.000497018997279719,-0.004877716465699233
513,-0.004569317331457157,-0.012459085629817346
514,-0.0026597210460659326,-0.01067313047909546
515,-0.0027054006771796146,-0.01503893126327327
516,-0.0038510435540136667,-0.017061492615982554
517,0.0001699908987630172,-0.008394240209447013
518,3.506670279640467e-05,-0.004234945905354781
519,-0.001175266233725769,-0.014785826671561142
520,0.0015182507293103331,0.0027051309167691606
521,0.0013659960933494197,-0.002286139035688084
522,0.004613190360031605,-0.010919664527912043
523,-0.006302737227786626,-0.01021698148079686
524,0.003200854440602141,-0.004845703058839468
525,-0.0015333226163746216,-0.006969885773624118
526,-0.003843788090405309,-0.013170103609882022
527,0.00040279013160426924,-0.016358675002590584
528,-0.0028660953725931915,-0.0028973520976455225
529,0.0005229202498141516,-0.0010204344135075205
530,-0.001043105741546757,-0.014287977924552386
531,0.0017499497887181192,-0.005045906428883029
532,0.0009544969848045426,-0.0025808252578044533
533,-0.0004963772426954671,-0.006111512692782539
534,-0.0008045051454297347,-0.003399973636803
535,0.00032175615926743895,-0.004179600728839494
536,-0.00126659546095087,-0.015759280299502687
537,-2.557484982768088e-05,-0.015310623216367003
538,0.004756186498212411,-0.0023829098717601527
539,-0.0020819001953797933,-0.006933387920969203
540,0.0003017570419457938,-0.0018807185260878434
541,-0.0017568148902773473,-0.00836664274574328
542,-0.0021697492699478405,-0.015550366888308575
543,0.0018770769166305268,-0.0086430061756686
544,-0.002537189674082896,-0.0038292168433420315
545,-0.006532912848989936,-0.019430775369065012
546,-0.002025789572385084,-0.00676864403266586
547,-0.00012576979320144677,-0.013073707777469745
548,0.0022037329402833095,-0.0017409196604944999
549,-0.0018721584811599579,-0.005910752729264668
550,0.001065656692725847,-0.009209531210610411
551,0.0002846517392869341,-0.014661459809139132
552,0.005281642902181916,-0.002763316406770855
553,-0.0004457223020714052,-0.011976982104554668
554,0.0030041145508193923,-0.006903355783772214
555,-0.0011281108271751217,-0.014375660962960723
556,0.0018167123976826627,-0.00814184957798747
557,0.004789847180423634,-0.004089050431621999
558,-0.00464570051159896,-0.01194805194805204
559,-0.0007433670338390375,-0.004401213036084206
560,-0.0025562140029800062,-0.007273366053533237
561,0.002026841286880132,-0.010680034688453688
562,-0.00337185057384759,-0.008619440065832817
563,-0.0015066688941727246,-0.002569707244709507
564,-0.001562411904150962,-0.009152830275943047
565,-0.003425925655492601,-0.019371979609710155
566,-6.895971983589266e-05,-0.00616040169522758
567,-0.004730023230652969,-0.006644167586605687
568,-0.00020110093890224334,-0.009646222310618291
569,0.0012909132784129085,-0.01460868121760961
570,-0.0001713231910701607,-0.005068816901735662
571,0.0001309408811284163,-0.012012427371652756
572,0.004447126799335344,-0.0009278841476216826
573,-0.0013478049780861756,-0.014828110976704223
574,-8.692243167007785e-05,0.001117533170092888
575,-0.00485999611737209,-0.010707001300322205
576,-0.001412251640470874,-0.0049612488822303735
577,-0.003811325807755117,-0.012082184926596518
578,0.0003359720550267786,-0.006180679493847929
579,-0.004941938244080846,-0.019938202417887352
580,-0.00013743681913491734,-0.010318332656208518
581,-0.00038834401312359823,-0.0051242561385423935
582,-0.0012568256643659126,-0.012916500829809996
583,0.001601111323995874,-0.01328717228216203
584,-0.0029446497337276556,-0.016505061990475856
585,-0.0031291400461900265,-0.005593059022663827
586,-0.002440542102755794,-0.014185620890648898
587,-0.002869828246613526,-0.012855275443510727
588,0.007380684815029848,-0.0029042457091237317
589,0.002741313012779467,-0.015323943182748545
590,-0.00404846184484442,-0.012326801753110184
591,-0.0007402419334303634,-0.001348927346661144
592,-0.0004987947333769949,-0.012295583605186233
593,0.005238096616668186,-0.012697543377300224
594,-0.004950524668427825,-0.00518694337183867
595,0.0025174981271807173,-0.019853856822490412
596,-0.00417231566404086,-0.006694354089219368
597,0.000962120403024902,-0.01611467292010793
598,0.004286257237283708,-0.007997675262853776
599,-0.002932687970123471,0.009200878152156644
600,0.00098931923840484,-0.0023143710351284374
601,0.0006405028717051398,-0.006604150699360267
602,-0.000931882759968139,-0.006188754213263703
603,0.007033282290092702,-0.011309442703365646
604,0.0009685516275007577,-0.008387900055213837
605,-0.004631089014029421,-0.012215507265012193
606,-0.00408888403217289,-0.014519371508415535
607,-0.001159820084872698,-0.005418681769714717
608,-0.004012806555687809,-0.01247756326595062
609,-7.701862805808979e-05,-0.011276822968408484
610,-0.0007693453570096764,0.001197472349869666
611,-0.001991671919145732,-0.011526138333702307
612,-0.0006541549910659139,-0.0038546850577478864
613,-0.0041570570909383875,-0.019972573137522986
614,-0.0018008212257791811,-0.00408693685357675
615,-0.0032618720635595455,0.003178010404267795
616,-0.001981614952645483,-0.005976003868065183
617,-0.0009862615793110319,-0.004246610441602017
618,-0.002495262907670104,-0.011351992948096967
619,0.001545536160210581,-0.015354831033416172
620,0.0043165944517862265,-0.004352951081923018
