strategy,tag,target_sparsity,actual_sparsity,recovery_epochs,recovery_seconds,model_path,mask_path,immediate_samples,immediate_threshold,immediate_accuracy,immediate_precision,immediate_recall,immediate_f1,immediate_roc_auc,immediate_pr_auc,immediate_specificity,immediate_positive_prevalence,immediate_predicted_positive_rate,immediate_expected_calibration_error_10_bins,recovered_samples,recovered_threshold,recovered_accuracy,recovered_precision,recovered_recall,recovered_f1,recovered_roc_auc,recovered_pr_auc,recovered_specificity,recovered_positive_prevalence,recovered_predicted_positive_rate,recovered_expected_calibration_error_10_bins
one_shot_global,s25,0.25,0.25,2,34.37964470800216,artifacts/pruning/unstructured_magnitude/models/one_shot_s25_recovered.keras,artifacts/pruning/unstructured_magnitude/models/one_shot_s25_masks.npz,2000,0.35500000000000004,0.6795,0.6376582278481012,0.8149646107178968,0.7154904571682201,0.7714973511794927,0.7760729638033288,0.5469831849653808,0.4945,0.632,0.023311874434351933,2000,0.34500000000000003,0.679,0.6362922230950511,0.8190091001011123,0.7161803713527851,0.77364661123996,0.7808805501116682,0.5420375865479723,0.4945,0.6365,0.028918637819588176
one_shot_global,s50,0.5,0.5,2,32.218285625000135,artifacts/pruning/unstructured_magnitude/models/one_shot_s50_recovered.keras,artifacts/pruning/unstructured_magnitude/models/one_shot_s50_masks.npz,2000,0.47500000000000003,0.644,0.6032811334824758,0.8179979777553084,0.6944206008583691,0.7172057818996098,0.7059672042765555,0.47378832838773494,0.4945,0.6705,0.12450142899155618,2000,0.385,0.673,0.6279602750190986,0.8311425682507584,0.7154046997389034,0.7588348190131006,0.7577175716288267,0.5182987141444114,0.4945,0.6545,0.027458987347781655
one_shot_global,s75,0.75,0.75,2,31.99334700000327,artifacts/pruning/unstructured_magnitude/models/one_shot_s75_recovered.keras,artifacts/pruning/unstructured_magnitude/models/one_shot_s75_masks.npz,2000,0.01,0.4945,0.4945,1.0,0.6617597858815657,0.5,0.4945,0.0,0.4945,1.0,0.004309933662414556,2000,0.01,0.4945,0.4945,1.0,0.6617597858815657,0.5,0.4945,0.0,0.4945,1.0,0.0043870322704315234
one_shot_global,s90,0.9,0.8999942826650404,2,34.866505916004826,artifacts/pruning/unstructured_magnitude/models/one_shot_s90_recovered.keras,artifacts/pruning/unstructured_magnitude/models/one_shot_s90_masks.npz,2000,0.01,0.4945,0.4945,1.0,0.6617597858815657,0.5,0.4945,0.0,0.4945,1.0,0.004309933662414556,2000,0.01,0.4945,0.4945,1.0,0.6617597858815657,0.5,0.4945,0.0,0.4945,1.0,0.0043870322704315234
