strategy,tag,epoch,accuracy,loss,pr_auc,precision,recall,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall
one_shot_global,s25,1,0.7378333210945129,0.5439580678939819,0.8223307728767395,0.7495627999305725,0.7143333554267883,0.7024999856948853,0.5871419906616211,0.781233012676239,0.7052083611488342,0.6845298409461975
one_shot_global,s25,2,0.7436666488647461,0.5389561653137207,0.8263179659843445,0.7553265690803528,0.7208333611488342,0.7045000195503235,0.5868281722068787,0.7807199358940125,0.7149028182029724,0.6693630218505859
one_shot_global,s50,1,0.6945833563804626,0.6227273941040039,0.7459129691123962,0.6914248466491699,0.702833354473114,0.6834999918937683,0.6084940433502197,0.7426607012748718,0.6783567070960999,0.6845298409461975
one_shot_global,s50,2,0.7075833082199097,0.5841509103775024,0.7765536308288574,0.7122890949249268,0.6965000033378601,0.684499979019165,0.5987415909767151,0.7573317885398865,0.675146758556366,0.6976743936538696
one_shot_global,s75,1,0.5,0.6995417475700378,0.5,0.0,0.0,0.5055000185966492,0.6991865038871765,0.4945000112056732,0.0,0.0
one_shot_global,s75,2,0.5,0.6988964676856995,0.5,0.0,0.0,0.5055000185966492,0.698558509349823,0.4945000112056732,0.0,0.0
one_shot_global,s90,1,0.5,0.6971392631530762,0.5,0.0,0.0,0.5055000185966492,0.6969419717788696,0.4945000112056732,0.0,0.0
one_shot_global,s90,2,0.5,0.6968019008636475,0.5,0.0,0.0,0.5055000185966492,0.6966122984886169,0.4945000112056732,0.0,0.0
