tag,epoch,accuracy,loss,pr_auc,precision,recall,val_accuracy,val_loss,val_pr_auc,val_precision,val_recall
s25,1,0.7397500276565552,0.5421196818351746,0.8227781057357788,0.7519705891609192,0.715499997138977,0.7085000276565552,0.5854976773262024,0.7824344635009766,0.705050528049469,0.7057633996009827
s25,2,0.7440000176429749,0.5404627919197083,0.8239659667015076,0.7518059611320496,0.7285000085830688,0.7049999833106995,0.5863942503929138,0.7806425094604492,0.7244094610214233,0.6511628031730652
s50,1,0.6893333196640015,0.6246868371963501,0.7384909391403198,0.6841763854026794,0.70333331823349,0.6830000281333923,0.6121827363967896,0.7415783405303955,0.6586237549781799,0.7451971769332886
s50,2,0.7130833268165588,0.5819836258888245,0.7801415324211121,0.7166581749916077,0.7048333287239075,0.6815000176429749,0.599138081073761,0.7561962008476257,0.6904761791229248,0.6450960636138916
s75,1,0.5,0.6995416879653931,0.5,0.0,0.0,0.5055000185966492,0.6991862654685974,0.4945000112056732,0.0,0.0
s75,2,0.5,0.6988973617553711,0.5,0.0,0.0,0.5055000185966492,0.6985576152801514,0.4945000112056732,0.0,0.0
s90,1,0.5,0.6971392631530762,0.5,0.0,0.0,0.5055000185966492,0.6969411373138428,0.4945000112056732,0.0,0.0
s90,2,0.5,0.6968021392822266,0.5,0.0,0.0,0.5055000185966492,0.6966115832328796,0.4945000112056732,0.0,0.0
